CPU_Name,Price,cpuValue,TDP,powerPerf,Benchmark,Brand,Power_Category,Usage,Power_Category 1,
Intel Core I7-2620M @ 2.70Ghz,10094.5409,17.93,35,69.34,2427,Intel,0,Work/Home,Basic,
Intel Core I7-860S @ 2.53Ghz,11931.2,15.15,82,29.56,2424,Intel,0,Work/Home,Basic,
Intel Core2 Quad Q9650 @ 3.00Ghz,4100.6043,43.84,95,25.38,2411,Intel,0,Work/Home,Basic,
Intel Celeron G4920 @ 3.20Ghz,15863.2761,11.31,54,44.56,2406,Intel,0,Work/Home,Basic,
Intel Atom C3558 @ 2.20Ghz,6413.02,27.96,16,150.3,2405,Intel,0,Work/Home,Basic,
Intel Celeron G4900T @ 2.90Ghz,5812.7315,30.82,35,68.65,2403,Intel,0,Work/Home,Basic,
Intel Core I3-3250 @ 3.50Ghz,6181.853,28.96,55,43.65,2401,Intel,0,Work/Home,Basic,
Intel Xeon X5450 @ 3.00Ghz,3725.5172,48.04,120,20,2400,Intel,0,Work/Home,Basic,
Amd Opteron 4170 He,2982.0543,59.56,65,36.65,2382,AMD,0,Work/Home,Basic,
Intel Celeron G3950 @ 3.00Ghz,10663.51,16.56,51,46.45,2369,Intel,0,Work/Home,Basic,
Intel Core I5-2390T @ 2.70Ghz,7449.543,23.66,35,67.53,2364,Intel,0,Work/Home,Basic,
Intel Pentium 6405U @ 2.40Ghz,12005.77,14.68,15,157.55,2363,Intel,0,Work/Home,Basic,
Intel Xeon E5-2403 @ 1.80Ghz,26174.07,6.73,80,29.53,2363,Intel,0,Work/Home,Basic,
Intel Xeon E5-2603 @ 1.80Ghz,5366.0572,32.83,80,29.53,2362,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 840,1810.5596,96.99,95,24.79,2355,AMD,0,Work/Home,Basic,
Intel Core I5-660 @ 3.33Ghz,5145.33,34.08,73,32.21,2352,Intel,0,Work/Home,Basic,
Intel Core I3-6102E @ 1.90Ghz,16778.25,10.44,25,93.96,2349,Intel,0,Work/Home,Basic,
Amd Opteron 4130,17147.3715,10.21,95,24.7,2347,AMD,0,Work/Home,Basic,
Intel Xeon E5440 @ 2.83Ghz,2832.9143,61.61,80,29.26,2340,Intel,0,Work/Home,Basic,
Amd Athlon Ii X4 651 Quad-Core,11181.7715,15.59,100,23.38,2338,AMD,0,Work/Home,Basic,
Amd A8-3870K Apu,5073.7428,34.34,100,23.36,2336,AMD,0,Work/Home,Basic,
Intel Xeon X5365 @ 3.00Ghz,4697.1643,37.01,150,15.54,2331,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 B95,4624.8314,37.56,95,24.52,2329,AMD,0,Work/Home,Basic,
Intel Xeon E5606 @ 2.13Ghz,16181.69,10.72,80,29.07,2326,Intel,0,Work/Home,Basic,
Intel Xeon X3360 @ 2.83Ghz,2982.0543,58.14,95,24.47,2325,Intel,0,Work/Home,Basic,
Amd A10-6700T Apu,11007.2777,15.66,45,51.36,2311,AMD,0,Work/Home,Basic,
Intel Celeron G3920 @ 2.90Ghz,75912.26,2.27,51,45.3,2310,Intel,0,Work/Home,Basic,
Intel Celeron G5905T @ 3.30Ghz,3131.94,55.01,35,66.01,2310,Intel,0,Work/Home,Basic,
Intel Xeon X3380 @ 3.16Ghz,38026.9715,4.53,95,24.3,2308,Intel,0,Work/Home,Basic,
Amd Athlon Ii X4 645,2151.3445,79.64,95,24.19,2298,AMD,0,Work/Home,Basic,
Intel Core I5-2540M @ 2.60Ghz,3504.79,48.86,35,65.62,2297,Intel,0,Work/Home,Basic,
Intel Core2 Quad Q9550 @ 2.83Ghz,2457.0815,69.52,95,24.11,2291,Intel,0,Work/Home,Basic,
Intel Core I3-3240 @ 3.40Ghz,3144.6169,54.22,55,41.57,2287,Intel,0,Work/Home,Basic,
Intel Pentium 5405U @ 2.30Ghz,12005.77,14.2,15,152.37,2286,Intel,0,Work/Home,Basic,
Intel Xeon X3363 @ 2.83Ghz,6532.332,26.07,80,28.54,2283,Intel,0,Work/Home,Basic,
Intel Pentium 4417U @ 2.30Ghz,12005.77,14.13,15,151.7,2276,Intel,0,Work/Home,Basic,
Intel Xeon L3360 @ 2.83Ghz,6653.8811,25.47,65,34.97,2273,Intel,0,Work/Home,Basic,
Intel Celeron G3930 @ 2.90Ghz,13413.6516,12.62,51,44.51,2270,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 840T,4326.5514,39.1,95,23.88,2269,AMD,0,Work/Home,Basic,
Intel Core I5-3427U @ 1.80Ghz,31323.1285,5.4,17,133.46,2269,Intel,0,Work/Home,Basic,
Intel Core2 Extreme Q6850 @ 3.00Ghz,111552.9915,1.52,130,17.44,2268,Intel,0,Work/Home,Basic,
Intel Core2 Extreme Q6800 @ 2.93Ghz,83891.25,2.02,75,30.23,2267,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 945,2050.675,82.23,125,18.09,2261,AMD,0,Work/Home,Basic,
Intel Xeon L5430 @ 2.66Ghz,16927.39,9.96,50,45.21,2260,Intel,0,Work/Home,Basic,
Intel Xeon X3430 @ 2.40Ghz,5362.3287,31.32,95,23.71,2253,Intel,0,Work/Home,Basic,
Intel Core I5-2520M @ 2.50Ghz,3139.397,53.5,35,64.35,2252,Intel,0,Work/Home,Basic,
Amd A8-3850 Apu,5072.2514,32.99,100,22.44,2244,AMD,0,Work/Home,Basic,
Intel Celeron J3455 @ 1.50Ghz,26024.93,6.41,10,223.66,2237,Intel,0,Work/Home,Basic,
Intel Xeon X3353 @ 2.66Ghz,5480.895,30.33,80,27.87,2229,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 940,64875.9,2.56,125,17.83,2228,AMD,0,Work/Home,Basic,
Intel Core I3-5020U @ 2.20Ghz,34227.63,4.85,15,148.41,2226,Intel,0,Work/Home,Basic,
Intel Core I3-3225 @ 3.30Ghz,14914,11.11,55,40.4,2222,Intel,0,Work/Home,Basic,
Intel Celeron G3930Te @ 2.70Ghz,3131.94,52.82,35,63.38,2218,Intel,0,Work/Home,Basic,
Intel Xeon X5472 @ 3.00Ghz,16778.25,9.86,120,18.48,2218,Intel,0,Work/Home,Basic,
Intel Core I5-650 @ 3.20Ghz,2533.8886,65.19,73,30.34,2215,Intel,0,Work/Home,Basic,
Intel Celeron G3900 @ 2.80Ghz,5812.7315,28.38,51,43.38,2212,Intel,0,Work/Home,Basic,
Intel Xeon E5430 @ 2.66Ghz,17147.3715,9.61,80,27.63,2210,Intel,0,Work/Home,Basic,
Intel Celeron G4930T @ 3.00Ghz,3131.94,52.6,35,63.12,2209,Intel,0,Work/Home,Basic,
Intel Celeron N6211 @ 1.20Ghz,4026.78,40.88,6.5,339.59,2207,Intel,2,Work/Home,Mid,
Intel Core I3-3220 @ 3.30Ghz,2978.3258,55.15,55,40.05,2203,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 960T,2153.5816,76.04,95,23.12,2196,AMD,0,Work/Home,Basic,
Intel Core I5-4250U @ 1.30Ghz,26024.93,6.29,15,146.37,2196,Intel,0,Work/Home,Basic,
Intel Core2 Quad Q9500 @ 2.83Ghz,3654.6757,44.73,95,23.08,2192,Intel,0,Work/Home,Basic,
Intel Pentium G4400Te @ 2.40Ghz,4772.48,34.23,35,62.58,2190,Intel,0,Work/Home,Basic,
Amd Athlon Ii X4 638 Quad-Core,4686.7245,34.73,65,33.58,2183,AMD,0,Work/Home,Basic,
Amd Phenom Ii X4 925,1565.97,103.46,95,22.87,2173,AMD,0,Work/Home,Basic,
Amd Athlon Ii X4 640,1490.6543,108.6,95,22.85,2171,AMD,0,Work/Home,Basic,
Intel Core I5-8200Y @ 1.30Ghz,21699.87,7.45,5,433.81,2169,Intel,2,Work/Home,Mid,
Intel Core I3-5010U @ 2.10Ghz,22360.5602,7.22,15,144.37,2166,Intel,0,Work/Home,Basic,
Amd A8-3820 Apu,3351.9215,48.15,65,33.3,2165,AMD,0,Work/Home,Basic,
Intel Pentium G3460 @ 3.50Ghz,4877.6237,33.09,53,40.84,2165,Intel,0,Work/Home,Basic,
Intel Xeon L5520 @ 2.27Ghz,3653.93,44.13,60,36.04,2163,Intel,0,Work/Home,Basic,
Intel Xeon X3350 @ 2.66Ghz,4473.4543,35.97,95,22.71,2158,Intel,0,Work/Home,Basic,
Amd Athlon Ii X4 641 Quad-Core,919.4481,173.83,100,21.43,2143,AMD,0,Work/Home,Basic,
Intel Pentium N4200 @ 1.10Ghz,17054.9047,9.36,6,356.7,2140,Intel,2,Work/Home,Mid,
Intel Pentium G3440 @ 3.30Ghz,4399.63,36.09,53,40.18,2129,Intel,0,Work/Home,Basic,
Intel Pentium G3430 @ 3.30Ghz,4324.3143,36.64,54,39.34,2125,Intel,0,Work/Home,Basic,
Intel Core I3-3210 @ 3.20Ghz,5219.9,30.17,55,38.4,2112,Intel,0,Work/Home,Basic,
Intel Celeron G3930T @ 2.70Ghz,7245.9669,21.7,35,60.26,2109,Intel,0,Work/Home,Basic,
Intel Core2 Quad Q9450 @ 2.66Ghz,2662.149,59.06,95,22.2,2109,Intel,0,Work/Home,Basic,
Amd Athlon Ii X4 635,1489.1629,105.55,95,22.19,2108,AMD,0,Work/Home,Basic,
Amd Phenom Ii X4 820,5216.1715,30.07,95,22.14,2103,AMD,0,Work/Home,Basic,
Amd Athlon Ii X4 630,3582.3428,43.58,95,22.04,2093,AMD,0,Work/Home,Basic,
Intel Core I3-2125 @ 3.30Ghz,11334.64,13.77,65,32.19,2093,Intel,0,Work/Home,Basic,
Intel Pentium G2140 @ 3.30Ghz,3355.65,46.48,55,38.03,2092,Intel,0,Work/Home,Basic,
Intel Pentium G3258 @ 3.20Ghz,2435.4562,64.02,53,39.45,2091,Intel,0,Work/Home,Basic,
Intel Pentium G3450 @ 3.40Ghz,4322.8229,36.06,53,39.44,2091,Intel,0,Work/Home,Basic,
Amd Athlon Ii X4 631 Quad-Core,742.7172,209.34,100,20.85,2085,AMD,0,Work/Home,Basic,
Intel Celeron G3900T @ 2.60Ghz,8386.1422,18.54,35,59.58,2085,Intel,0,Work/Home,Basic,
Amd Opteron 2384,96866.43,1.6,75,27.66,2074,AMD,0,Work/Home,Basic,
Intel Core M-5Y71 @ 1.20Ghz,20954.17,7.36,4.5,459.8,2069,Intel,2,Work/Home,Mid,
Intel Core2 Quad Q9400 @ 2.66Ghz,2834.4057,54.42,95,21.77,2068,Intel,0,Work/Home,Basic,
Intel Core I5-3337U @ 1.80Ghz,16778.25,9.19,17,121.57,2067,Intel,0,Work/Home,Basic,
Intel Xeon E5462 @ 2.80Ghz,16852.82,9.15,80,25.84,2067,Intel,0,Work/Home,Basic,
Intel Core2 Quad Q6700 @ 2.66Ghz,7453.2715,20.63,105,19.64,2062,Intel,0,Work/Home,Basic,
Amd Opteron 3250 He,7382.43,20.82,45,45.8,2061,AMD,0,Work/Home,Basic,
Intel Core I5-2450M @ 2.50Ghz,5519.6714,27.82,35,58.85,2060,Intel,0,Work/Home,Basic,
Amd Opteron 4162 Ee,1490.6543,102.97,35,58.81,2058,AMD,0,Work/Home,Basic,
Intel Atom C2758 @ 2.40Ghz,16022.1102,9.57,20,102.78,2056,Intel,0,Work/Home,Basic,
Amd A6-3670 Apu,13168.3163,11.64,100,20.55,2055,AMD,0,Work/Home,Basic,
Intel Xeon X3230 @ 2.66Ghz,26095.7715,5.86,95,21.6,2052,Intel,0,Work/Home,Basic,
Intel Xeon L5420 @ 2.50Ghz,2050.675,74.58,50,41.02,2051,Intel,0,Work/Home,Basic,
Intel Pentium G3260 @ 3.30Ghz,4471.9629,34.16,53,38.65,2049,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 910E,5212.443,29.24,65,31.44,2044,AMD,0,Work/Home,Basic,
Intel Core I7-640M @ 2.80Ghz,17147.3715,8.88,35,58.34,2042,Intel,0,Work/Home,Basic,
Intel Core M3-6Y30 @ 0.90Ghz,20954.17,7.26,4.5,453.53,2041,Intel,2,Work/Home,Mid,
Amd A6-3650 Apu,9544.96,15.91,100,20.37,2037,AMD,0,Work/Home,Basic,
Intel Core2 Quad Q8400 @ 2.66Ghz,9610.5816,15.8,95,21.44,2036,Intel,0,Work/Home,Basic,
Intel Celeron G3900E @ 2.40Ghz,7978.99,19.01,35,58.12,2034,Intel,0,Work/Home,Basic,
Intel Core I3-2102 @ 3.10Ghz,4325.06,34.98,65,31.21,2029,Intel,0,Work/Home,Basic,
Intel Xeon E7- 2830 @ 2.13Ghz,132660.03,1.14,105,19.31,2027,Intel,0,Work/Home,Basic,
Amd Phenom Ii X4 830,1417.5757,106.38,95,21.29,2022,AMD,0,Work/Home,Basic,
Intel Core I7-920Xm @ 2.00Ghz,29749.7015,5.07,55,36.75,2021,Intel,0,Work/Home,Basic,
Intel Core2 Quad Q9505 @ 2.83Ghz,14168.3,10.63,95,21.26,2020,Intel,0,Work/Home,Basic,
Intel Core I3-5005U @ 2.00Ghz,22967.56,6.55,15,134.54,2018,Intel,0,Work/Home,Basic,
Intel Core I5-655K @ 3.20Ghz,5815.7143,25.87,73,27.63,2017,Intel,0,Work/Home,Basic,
Intel Core I5-2430M @ 2.40Ghz,5445.1014,27.48,35,57.33,2007,Intel,0,Work/Home,Basic,
Intel Core I7-620M @ 2.67Ghz,8416.7159,17.71,35,57.13,1999,Intel,0,Student,Basic,
Amd Opteron 2427,4101.35,36.28,75,26.6,1995,AMD,0,Student,Basic,
Intel Pentium G3420 @ 3.20Ghz,3724.7715,39.84,54,36.86,1990,Intel,0,Student,Basic,
Amd Athlon X4 750 Quad Core,7065.5075,20.96,65,30.55,1986,AMD,0,Student,Basic,
Intel Core I3-2130 @ 3.40Ghz,5007.3755,29.57,65,30.55,1986,Intel,0,Student,Basic,
Intel Xeon X3320 @ 2.50Ghz,17113.815,8.65,95,20.9,1986,Intel,0,Student,Basic,
Intel Xeon X5355 @ 2.66Ghz,22367.2715,6.6,120,16.49,1979,Intel,0,Student,Basic,
Intel Core I5-3317U @ 1.70Ghz,16778.25,8.77,17,116.03,1972,Intel,0,Student,Basic,
Amd Athlon Ii X4 615E,4399.63,33.34,45,43.71,1967,AMD,0,Student,Basic,
Intel Core2 Quad Q9300 @ 2.50Ghz,5072.2514,28.84,95,20.65,1962,Intel,0,Student,Basic,
Amd Athlon Ii X4 605E,1489.1629,98.01,45,43.49,1957,AMD,0,Student,Basic,
Intel Core I5-2410M @ 2.30Ghz,3140.8884,46.38,35,55.82,1954,Intel,0,Student,Basic,
Intel Core I3-3220T @ 2.80Ghz,2982.0543,48.75,35,55.7,1949,Intel,0,Student,Basic,
Intel Xeon E5506 @ 2.13Ghz,6711.3,21.62,80,24.33,1946,Intel,0,Student,Basic,
Amd A8-3800 Apu,8198.9715,17.64,65,29.83,1939,AMD,0,Student,Basic,
Intel Celeron N3450 @ 1.10Ghz,13801.4156,10.47,6,322.98,1938,Intel,0,Student,Basic,
Intel Xeon X6550 @ 2.00Ghz,5891.03,24.5,130,14.89,1936,Intel,0,Student,Basic,
Intel Xeon E5603 @ 1.60Ghz,7098.3183,20.32,80,24.18,1935,Intel,0,Student,Basic,
Amd Athlon Ii X4 620,4097.6215,35.19,95,20.36,1934,AMD,0,Student,Basic,
Amd A6-7480,2790.4094,51.61,65,29.71,1931,AMD,0,Student,Basic,
Intel Xeon E5420 @ 2.50Ghz,18638.7715,7.73,80,24.14,1931,Intel,0,Student,Basic,
Intel Pentium G3250 @ 3.20Ghz,5592.75,25.7,53,36.37,1928,Intel,0,Student,Basic,
Intel Xeon E5507 @ 2.27Ghz,7457,19.28,80,24.1,1928,Intel,0,Student,Basic,
Intel Xeon X3330 @ 2.66Ghz,15659.7,9.18,95,20.29,1928,Intel,0,Student,Basic,
Intel Core I7-840Qm @ 1.87Ghz,25271.773,5.69,45,42.85,1928,Intel,0,Student,Basic,
Intel Celeron G1850 @ 2.90Ghz,2982.0543,48.17,54,35.67,1926,Intel,0,Student,Basic,
Intel Core I3-2120 @ 3.30Ghz,2046.2008,70.17,65,29.62,1926,Intel,0,Student,Basic,
Amd Athlon Ii X3 460,1251.2846,114.68,95,20.26,1924,AMD,0,Student,Basic,
Amd Athlon 5370 Apu,44643.5676,3.21,25,76.92,1923,AMD,0,Student,Basic,
Intel Xeon E5410 @ 2.33Ghz,797.1533,179.92,80,24.04,1923,Intel,0,Student,Basic,
Intel Xeon L5410 @ 2.33Ghz,7462.9656,19.19,50,38.42,1921,Intel,0,Student,Basic,
Intel Pentium G3240 @ 3.10Ghz,8723.9443,16.4,53,36.21,1919,Intel,0,Student,Basic,
Amd Opteron 3320 Ee,40864.36,3.5,25,76.72,1918,AMD,0,Student,Basic,
Intel Core I5-580M @ 2.67Ghz,7453.2715,19.14,35,54.67,1914,Intel,0,Student,Basic,
Intel Pentium G3420T @ 2.70Ghz,11930.4543,11.95,35,54.61,1912,Intel,0,Student,Basic,
Amd A10-4600M Apu,7381.6843,19.28,35,54.53,1908,AMD,0,Student,Basic,
Intel Core I5-4422E @ 1.80Ghz,19835.62,7.17,25,76.27,1907,Intel,0,Student,Basic,
Amd A10-5750M Apu,7310.8428,19.4,35,54.35,1902,AMD,0,Student,Basic,
Amd Phenom Ii X4 920,2079.7573,68.1,125,15.2,1899,AMD,0,Student,Basic,
Amd Opteron 1385,3355.65,42.19,115,16.51,1898,AMD,0,Student,Basic,
Amd Phenom Ii X4 905E,4026.0343,35.11,65,29.16,1895,AMD,0,Student,Basic,
Intel Pentium G2130 @ 3.20Ghz,3254.2348,43.42,55,34.46,1895,Intel,0,Student,Basic,
Amd Phenom 9950 Quad-Core,7236.2728,19.49,125,15.13,1892,AMD,0,Student,Basic,
Amd Pro A6-9500,5518.18,25.34,65,28.85,1875,AMD,0,Student,Basic,
Amd Athlon Ii X4 610E,1334.803,104.55,45,41.59,1871,AMD,0,Student,Basic,
Intel Core I3-2105 @ 3.10Ghz,8426.41,16.55,65,28.78,1871,Intel,0,Student,Basic,
Intel Pentium G2120 @ 3.10Ghz,5592.0043,24.94,55,34,1870,Intel,0,Student,Basic,
Amd A6-9500,5624.0694,24.72,65,28.68,1864,AMD,0,Student,Basic,
Amd Opteron 2378,1080.5193,128.65,75,24.86,1864,AMD,0,Student,Basic,
Intel Celeron G3900Te @ 2.30Ghz,5045.4062,27.35,35,52.86,1850,Intel,0,Student,Basic,
Amd Phenom Ii X4 810,15883.41,8.68,95,19.46,1849,AMD,0,Student,Basic,
Intel Pentium G3220 @ 3.00Ghz,4832.136,28.53,54,34.24,1849,Intel,0,Student,Basic,
Intel Core I3-4100E @ 2.40Ghz,16778.25,8.22,37,49.96,1848,Intel,0,Student,Basic,
Intel Core I3-2310E @ 2.10Ghz,16778.25,8.2,35,52.73,1845,Intel,0,Student,Basic,
Amd Phenom Ii X3 B77,1662.1653,82.71,95,19.41,1844,AMD,0,Student,Basic,
Amd Phenom Ii X4 805,12974.4343,10.6,95,19.42,1844,AMD,0,Student,Basic,
Amd A6-9500E,5551.7365,24.72,35,52.59,1841,AMD,0,Student,Basic,
Intel Xeon X3323 @ 2.50Ghz,1443.6752,94.86,80,22.96,1837,Intel,0,Student,Basic,
Amd Athlon Ii X3 455,2982.0543,45.82,95,19.29,1832,AMD,0,Student,Basic,
Intel Core I5-560M @ 2.67Ghz,6630.7644,20.6,35,52.35,1832,Intel,0,Student,Basic,
Amd A6-3620 Apu,1677.0793,81.38,65,28.16,1830,AMD,0,Student,Basic,
Intel Core M-5Y10C @ 0.80Ghz,20954.17,6.49,4.5,404.97,1822,Intel,2,Student,Mid,
Intel Core I3-2100 @ 3.10Ghz,8664.2883,15.65,65,27.98,1819,Intel,0,Student,Basic,
Intel Xeon X3220 @ 2.40Ghz,4932.0598,27.5,105,17.32,1819,Intel,0,Student,Basic,
Amd A8-6500T Apu,4470.4715,30.29,45,40.35,1816,AMD,0,Student,Basic,
Intel Xeon E5345 @ 2.33Ghz,2982.0543,45.36,80,22.68,1814,Intel,0,Student,Basic,
Intel Core2 Quad Q8300 @ 2.50Ghz,2557.751,52.89,95,19.1,1814,Intel,0,Student,Basic,
Amd Athlon X4 620,4843.3215,27.87,95,19.06,1810,AMD,0,Student,Basic,
Amd Athlon Ii X3 445,1134.2097,118.84,95,19.03,1808,AMD,0,Student,Basic,
Amd Phenom 9750 Quad-Core,3580.8514,37.56,125,14.43,1804,AMD,0,Student,Basic,
Amd A6-7470K,2626.3554,51.09,65,27.68,1799,AMD,0,Student,Basic,
Intel Core2 Quad Q8200 @ 2.33Ghz,4771.7343,28.08,95,18.92,1797,Intel,0,Student,Basic,
Intel Core I7-740Qm @ 1.73Ghz,7453.2715,17.83,45,39.59,1782,Intel,0,Student,Basic,
Amd Athlon X3 435,7120.6893,18.65,95,18.75,1781,AMD,0,Student,Basic,
Intel Core2 Quad Q6600 @ 2.40Ghz,7128.892,18.6,105,16.93,1778,Intel,0,Student,Basic,
Amd Phenom Ii X4 910,7457,17.76,95,18.7,1776,AMD,0,Student,Basic,
Intel Core I7-820Qm @ 1.73Ghz,9619.53,13.71,45,39.29,1768,Intel,0,Student,Basic,
Intel Core2 Quad Q9100 @ 2.26Ghz,28775.8173,4.57,45,39.2,1764,Intel,0,Student,Basic,
Amd Athlon Ii X3 450,2089.4514,62.91,95,18.56,1763,AMD,0,Student,Basic,
Intel Celeron G1840 @ 2.80Ghz,5145.33,25.48,53,33.17,1758,Intel,0,Student,Basic,
Intel Atom C3538 @ 2.10Ghz,5592.75,23.41,15,117.06,1756,Intel,0,Student,Basic,
Intel Pentium G3260T @ 2.90Ghz,3727.7543,35.1,35,50.13,1755,Intel,0,Student,Basic,
Intel Core I5-540M @ 2.53Ghz,3653.1843,35.76,35,50.06,1752,Intel,0,Student,Basic,
Intel Core I3-4000M @ 2.40Ghz,4333.2627,30.01,37,47.13,1744,Intel,0,Student,Basic,
Amd Athlon 5350 Apu,9619.53,13.47,25,69.48,1737,AMD,0,Student,Basic,
Amd Phenom 9600B Quad-Core,2979.0715,43.45,95,18.27,1736,AMD,0,Student,Basic,
Amd Opteron 2356,6707.5715,19.26,75,23.1,1733,AMD,0,Student,Basic,
Intel Pentium G3250T @ 2.80Ghz,3727.7543,34.52,35,49.3,1726,Intel,0,Student,Basic,
Amd Athlon Ii X3 440,1100.6532,116.42,95,18.09,1718,AMD,0,Student,Basic,
Amd Athlon Ii X4 600E,1490.6543,85.59,45,38.02,1711,AMD,0,Student,Basic,
Intel Pentium G2030 @ 3.00Ghz,2162.53,59.01,55,31.11,1711,Intel,0,Student,Basic,
Intel Celeron G1630 @ 2.80Ghz,5219.1543,24.39,55,31.04,1707,Intel,0,Student,Basic,
Amd Opteron 1356,6710.5543,18.92,75,22.7,1703,AMD,0,Student,Basic,
Amd Phenom 9650 Quad-Core,2982.0543,42.5,95,17.89,1699,AMD,0,Student,Basic,
Intel Pentium 4425Y @ 1.70Ghz,12005.77,10.54,6,282.8,1697,Intel,0,Student,Basic,
Intel Core I3-560 @ 3.33Ghz,2756.8529,45.87,73,23.23,1696,Intel,0,Student,Basic,
Intel Atom X6211E @ 1.20Ghz,2609.95,48.43,6,282.52,1695,Intel,0,Student,Basic,
Intel Celeron 4305U @ 2.20Ghz,7978.99,15.83,15,112.91,1694,Intel,0,Student,Basic,
Intel Celeron 3965U @ 2.20Ghz,7978.99,15.82,15,112.82,1692,Intel,0,Student,Basic,
Intel Pentium G2020 @ 2.90Ghz,3728.5,33.68,55,30.61,1684,Intel,0,Student,Basic,
Intel Core I5-520M @ 2.40Ghz,2089.4514,60.07,35,48.09,1683,Intel,0,Student,Basic,
Amd Phenom 9850 Quad-Core,9693.3543,12.92,125,13.44,1680,AMD,0,Student,Basic,
Intel Xeon L5335 @ 2.00Ghz,1401.1703,89.29,50,33.56,1678,Intel,0,Student,Basic,
Intel Celeron 6305E @ 1.80Ghz,7978.99,15.66,15,111.68,1675,Intel,0,Student,Basic,
Amd Athlon Ii X3 435,11927.4715,10.44,95,17.58,1670,AMD,0,Student,Basic,
Intel Celeron G1820 @ 2.70Ghz,4645.711,26.81,53,31.51,1670,Intel,0,Student,Basic,
Intel Xeon E5405 @ 2.00Ghz,4399.63,28.21,80,20.8,1664,Intel,0,Student,Basic,
Amd Pro A6-9500E,5518.18,22.46,35,47.5,1662,AMD,0,Student,Basic,
Intel Core I7-720Qm @ 1.60Ghz,7453.2715,16.62,45,36.92,1661,Intel,0,Student,Basic,
Amd A6-3600 Apu,1860.5215,66.1,65,25.37,1649,AMD,0,Student,Basic,
Intel Core I3-4010U @ 1.70Ghz,9317.5215,13.18,15,109.77,1647,Intel,0,Student,Basic,
Amd Phenom Ii N970 Quad-Core,11184.7543,10.98,35,47.05,1647,AMD,0,Student,Basic,
Intel Core I3-3120M @ 2.50Ghz,9619.53,12.72,35,46.89,1641,Intel,0,Student,Basic,
Amd Phenom 9550 Quad-Core,2236.3543,54.56,95,17.23,1636,AMD,0,Student,Basic,
Intel Core I3-2100T @ 2.50Ghz,3663.6241,33.26,35,46.69,1634,Intel,0,Student,Basic,
Amd A8-4500M Apu,5216.1715,23.22,35,46.4,1624,AMD,0,Student,Basic,
Amd Opteron 1354,17748.4057,6.81,75,21.6,1620,AMD,0,Student,Basic,
Amd Phenom 9600 Quad-Core,2979.0715,40.52,95,17.04,1619,AMD,0,Student,Basic,
Intel Celeron G1820T @ 2.40Ghz,3131.94,38.43,35,46.11,1614,Intel,0,Student,Basic,
Intel Core I3-3110M @ 2.40Ghz,5216.1715,23,35,45.96,1609,Intel,0,Student,Basic,
Intel Pentium 4415Y @ 1.60Ghz,12005.77,9.94,6,266.6,1600,Intel,0,Student,Basic,
Intel Xeon X3210 @ 2.13Ghz,13848.3947,8.61,105,15.23,1599,Intel,0,Student,Basic,
Intel Core I3-550 @ 3.20Ghz,1376.5622,86.01,73,21.75,1588,Intel,0,Student,Basic,
Amd A6-7400K Apu,5219.1543,22.68,65,24.42,1587,AMD,0,Student,Basic,
Intel Celeron J4005 @ 2.00Ghz,12583.6875,9.37,10,158.14,1581,Intel,0,Student,Basic,
Amd Athlon Ii X3 425,4350.4138,27.02,95,16.59,1576,AMD,0,Student,Basic,
Intel Pentium G3220T @ 2.60Ghz,5216.1715,22.36,35,44.68,1564,Intel,0,Student,Basic,
Amd A4-6320 Apu,5219.1543,22.34,65,24.05,1563,AMD,0,Student,Basic,
Amd Phenom Ii X3 B75,3724.7715,31.23,95,16.42,1560,AMD,0,Student,Basic,
Intel Celeron G1830 @ 2.80Ghz,6636.73,17.53,53,29.44,1560,Intel,0,Student,Basic,
Amd Phenom Ii N930 Quad-Core,9690.3715,11.99,35,44.5,1558,AMD,0,Student,Basic,
Amd Athlon Ii X3 420E,8661.3055,13.4,45,34.6,1557,AMD,0,Student,Basic,
Amd Phenom Ii X3 710,12602.33,9.2,95,16.36,1554,AMD,0,Student,Basic,
Amd Pro A4-8350B,2161.7843,53.53,65,23.87,1552,AMD,0,Student,Basic,
Intel Xeon E5335 @ 2.00Ghz,1325.1089,87.15,80,19.36,1549,Intel,0,Student,Basic,
Intel Pentium G2010 @ 2.80Ghz,1712.8729,67.08,55,28.01,1541,Intel,0,Student,Basic,
Amd Phenom Ii X3 B73,5592.75,20.5,95,16.19,1538,AMD,0,Student,Basic,
Amd A6-6420K Apu,11184.7543,10.26,65,23.67,1538,AMD,0,Student,Basic,
Intel Pentium G2030T @ 2.60Ghz,9731.385,11.76,35,43.85,1535,Intel,0,Student,Basic,
Intel Xeon E5504 @ 2.00Ghz,4772.48,23.89,80,19.11,1529,Intel,0,Student,Basic,
Intel Core I3-540 @ 3.07Ghz,13418.8715,8.43,73,20.77,1516,Intel,0,Student,Basic,
Amd Phenom 9500 Quad-Core,2236.3543,50.42,95,15.92,1512,AMD,0,Student,Basic,
